Name,Location,Year,Kilometers,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price_nrs
Skoda Laura Ambiente,Nepaljung,2008,113000,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5,20.25
Renault Duster 85PS Diesel RxL,Kathmandu,2014,90000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,24.075
Mahindra NuvoSport N6,Pokhara,2017,29000,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7,29.25
Maruti Vitara Brezza ZDi Plus Dual Tone,Bharatpur,2016,20000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,40.5
Hyundai i20 Asta Option 1.2,Ratnanagar,2016,61012,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,27
Skoda Fabia 1.4 MPI Ambiente,Birjung,2009,87459,Petrol,Manual,First,14.7 kmpl,1390 CC,85 bhp,5,12.375
Tata Indigo eCS GLX,Hetauda,2010,70500,Petrol,Manual,First,15.64 kmpl,1193 CC,64.1 bhp,5,6.75
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Kathmandu,2015,64103,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,89.55
Skoda Octavia Elegance 1.8 TSI AT,Bharatpur,2014,76000,Petrol,Automatic,First,14.7 kmpl,1798 CC,177.5 bhp,5,45
Toyota Etios Liva GD SP,Kathmandu,2014,104000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,13.5
Maruti Swift 1.3 VXi,Butwal,2010,42001,Petrol,Manual,First,16.1 kmpl,,,,9.495
Mercedes-Benz B Class B180,Ratnanagar,2014,37245,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5,53.82
Honda Amaze S Diesel,Butwal,2013,45000,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5,14.625
Hyundai Verna 1.6 SX,Birjung,2012,117837,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5,21.375
Renault Duster 85PS Diesel RxL Optional,Bharatpur,2014,30000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5,26.775
Hyundai Creta 1.6 VTVT S,Kathmandu,2015,27057,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5,36.675
Maruti Wagon R AMT VXI,Bharatpur,2016,8500,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,18.99
Mercedes-Benz New C-Class C250 Avantgarde,Butwal,2010,30500,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,47.25
Audi A8 L 3.0 TDI quattro,Kathmandu,2012,56000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5,202.5
Hyundai i10 Magna 1.1,Hetauda,2012,44000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,13.05
Skoda Rapid 1.6 MPI AT Style Black Package,Bharatpur,2017,10500,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5,40.05
Skoda Superb Style 1.8 TSI AT,Nepaljung,2017,26000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,117
Hyundai i20 Active 1.2 SX,Janakpur,2018,25166,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,36.99
Honda Amaze VX i-DTEC,Butwal,2014,64000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,15.75
Maruti Wagon R LXI,Pokhara,2004,61000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,5.625
Mahindra Verito 1.5 D4 BSIV,Nepaljung,2013,107000,Diesel,Manual,First,21.03 kmpl,1461 CC,65 bhp,5,16.65
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Janakpur,2018,29161,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,177.345
Maruti Wagon R VXI,Butwal,2013,32000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,11.925
Nissan Terrano XV Premium 110 PS Anniversary Edition,Janakpur,2015,46173,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,5,40.14
Maruti Swift VDI BSIV,Kathmandu,2013,47000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,18.45
Mini Cooper Convertible S,Ratnanagar,2017,26327,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4,160.515
Ford Figo Diesel,Biratnagar,2015,70436,Diesel,Manual,First,0.0 kmpl,1498 CC,99 bhp,,16.2
Tata Indica V2 DLS BSII,Birjung,2007,200000,Diesel,Manual,Second,17.2 kmpl,1396 CC,53.5 bhp,5,3.825
Chevrolet Beat LT,Ratnanagar,2016,60813,Petrol,Manual,Second,18.6 kmpl,1199 CC,76.8 bhp,5,14.94
Volkswagen Polo Diesel Comfortline 1.2L,Bharatpur,2012,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,16.2
Maruti Swift ZDi,Nepaljung,2016,64000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,30.6
Ford Figo Diesel EXI,Butwal,2012,41284,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,11.25
Toyota Innova Crysta 2.8 GX AT,Ratnanagar,2019,14165,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,88.38
Hyundai Santa Fe 4x4 AT,Bharatpur,2011,67000,Diesel,Automatic,Second,11.72 kmpl,2199 CC,194.3 bhp,7,31.5
Honda City i-VTEC V,Butwal,2011,32572,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,17.415
Hyundai i20 1.2 Magna Executive,Ratnanagar,2018,14960,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,28.215
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Ratnanagar,2015,55980,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,81.54
Chevrolet Beat Diesel LT,Bharatpur,2013,74000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,11.925
Hyundai i20 Sportz 1.4 CRDi,Ratnanagar,2015,56847,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,32.4
Toyota Innova 2.5 Z Diesel 7 Seater,Janakpur,2015,121374,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,64.35
Maruti Ertiga VDI,Pokhara,2013,52000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,31.05
Toyota Innova 2.5 V Diesel 7-seater,Bharatpur,2014,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,48.375
Hyundai Santro Xing XO eRLX Euro II,Bharatpur,2007,72000,Petrol,Manual,Third,17.0 kmpl,1086 CC,null bhp,5,4.275
Honda City i VTEC V,Ratnanagar,2016,33915,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,36.405
BMW X1 sDrive20d,Itahari,2014,82002,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,83.25
Hyundai Grand i10 CRDi Era,Bharatpur,2017,33000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,21.375
Maruti Ciaz 1.3 Alpha,Pokhara,2016,34000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,38.025
Skoda Rapid Leisure 1.6 TDI MT,Butwal,2012,55000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.6 bhp,5,15.75
Hyundai Accent CRDi,Ratnanagar,2006,160538,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,5,8.1
Volkswagen Polo GT 1.5 TDI,Birjung,2014,60000,Diesel,Manual,Second,19.91 kmpl,1498 CC,103.6 bhp,5,16.65
Honda Jazz 1.2 VX i VTEC,Janakpur,2017,49575,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,32.265
Hyundai i10 Era,Birjung,2010,83000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,7.875
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Ratnanagar,2018,51346,Diesel,Automatic,First,16.38 kmpl,1995 CC,183 bhp,5,98.955
Toyota Innova Crysta 2.4 ZX MT,Hetauda,2017,43000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,83.925
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Birjung,2011,35000,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,5,8.325
Maruti Swift VXI BSIV,Janakpur,2017,27872,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5,26.775
Hyundai Grand i10 Magna,Bharatpur,2014,16514,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,16.875
Maruti Swift VDI,Hetauda,2012,120000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,16.875
Hyundai Verna CRDi 1.6 SX,Nepaljung,2008,143275,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5,11.7
Hyundai Santro Xing XL,Nepaljung,2006,99000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5,7.875
Hyundai i20 1.2 Sportz,Bharatpur,2010,52000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,12.6
Mercedes-Benz GLE 350d,Janakpur,2017,29819,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,275.805
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Biratnagar,2014,57000,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,5,81
Maruti Ritz ZDi,Nepaljung,2014,88500,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,19.575
Hyundai Creta 1.6 CRDi SX,Biratnagar,2016,28000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,61.875
Maruti A-Star Vxi,Hetauda,2010,67000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,9
Renault Duster 110PS Diesel RXZ Option,Kathmandu,2016,26000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5,45
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Kathmandu,2010,120000,Diesel,Manual,First,17.8 kmpl,1248 CC,76 bhp,5,7.425
BMW X3 xDrive30d M Sport,Janakpur,2017,51982,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5,205.965
Hyundai i10 Sportz,Biratnagar,2010,36000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,14.625
Toyota Innova 2.5 G4 Diesel 7-seater,Hetauda,2016,47000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,57.6
Maruti Zen VXI BSII,Bharatpur,2002,60000,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,2.475
Maruti Swift VDI,Nepaljung,2018,31025,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,32.175
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Hetauda,2013,105000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,31.5
Tata Zest Quadrajet 1.3 75PS XE,Hetauda,2017,121900,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,16.875
Ford EcoSport 1.0 Ecoboost Titanium Plus,Bharatpur,2017,22695,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5,38.25
Maruti Swift Dzire ZDI,Birjung,2012,73000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,19.575
Maruti Alto 800 LXI,Ratnanagar,2016,32227,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,14.67
Honda City 1.5 S MT,Birjung,2011,55000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,18.945
Audi Q7 3.0 TDI Quattro Technology,Ratnanagar,2018,11287,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,316.62
Skoda Laura 1.9 TDI AT Ambiente,Bharatpur,2009,48000,Diesel,Automatic,Second,17.0 kmpl,1896 CC,105 bhp,5,13.275
Hyundai Verna 1.6 SX VTVT (O),Ratnanagar,2012,54308,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,19.26
Honda City 1.5 V AT,Birjung,2009,78442,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,16.065
Hyundai i20 Magna Optional 1.4 CRDi,Butwal,2013,46000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,13.995
Hyundai i20 Sportz AT 1.4,Janakpur,2014,45051,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5,26.82
Volkswagen Vento Diesel Highline,Nepaljung,2011,69000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,21.15
Honda City i VTEC VX,Itahari,2014,49000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,31.05
Tata Zest Quadrajet 1.3 75PS XE,Hetauda,2018,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,23.625
BMW 5 Series 2003-2012 520d,Hetauda,2015,64000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5,126
Maruti Wagon R LXI Minor,Kathmandu,2009,60000,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5,6.075
Honda Jazz VX,Kathmandu,2015,62178,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5,21.825
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Janakpur,2012,58006,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5,30.15
Hyundai i10 Magna 1.2,Nepaljung,2010,74000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,13.95
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Ratnanagar,2015,77771,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5,83.88
Hyundai i10 Magna 1.2 iTech SE,Hetauda,2012,45275,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,12.6
Toyota Innova Crysta 2.4 ZX MT,Pokhara,2016,48000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,91.125
Audi A6 2011-2015 2.0 TDI Technology,Ratnanagar,2015,31652,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,120.51
Toyota Innova 2.5 VX (Diesel) 7 Seater,Nepaljung,2010,109000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7,37.17
Volkswagen Polo Petrol Trendline 1.2L,Bharatpur,2015,31978,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,17.505
Maruti Alto K10 LXI,Nepaljung,2011,70000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,9.45
Honda City i-VTEC CVT ZX,Bharatpur,2017,15000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,57.105
Tata Indigo LX,Janakpur,2013,59138,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,11.61
Audi A6 2011-2015 2.0 TDI Premium Plus,Ratnanagar,2014,61726,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,93.465
Mercedes-Benz GLA Class 200 CDI SPORT,Kathmandu,2015,48000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,91.17
Hyundai Santro Xing XL,Pokhara,2006,58000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5,6.75
Maruti Swift VDI BSIV,Butwal,2011,60020,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,11.25
Maruti Celerio VXI AT,Nepaljung,2014,77815,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,19.125
Mercedes-Benz GLE 250d,Nepaljung,2017,29000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5,256.5
Land Rover Range Rover HSE Dynamic,Kathmandu,2017,44000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,198
Volkswagen Vento Diesel Trendline,Nepaljung,2011,108626,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,16.425
Maruti Omni 8 Seater BSIV,Nepaljung,2012,71791,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,9.225
Honda Brio 1.2 VX MT,Ratnanagar,2012,91931,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,14.085
Tata Sumo Delux,Nepaljung,2000,158000,Diesel,Manual,Second,14.07 kmpl,2956 CC,83.1 bhp,7,6.75
Tata Indica Vista Aura 1.3 Quadrajet,Hetauda,2012,91183,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5,12.825
Maruti Wagon R LXI BS IV,Kathmandu,2012,65000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,11.925
Mahindra XUV500 W8 4WD,Nepaljung,2015,88428,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,47.7
Tata Indigo LS Dicor,Hetauda,2008,138000,Diesel,Manual,Second,17.1 kmpl,1396 CC,70 bhp,5,5.625
Maruti Ertiga Paseo VXI,Bharatpur,2018,18000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,37.125
Honda Accord 2.4 A/T,Bharatpur,2011,60000,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5,20.025
Maruti Swift Dzire VDi,Butwal,2012,48000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,16.65
Ford Fiesta EXi 1.4 TDCi Ltd,Nepaljung,2009,160000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5,12.6
Honda City ZX GXi,Butwal,2008,40000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5,8.1
Audi A6 2011-2015 2.0 TDI Premium Plus,Ratnanagar,2014,51495,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,98.775
BMW 6 Series 640d Gran Coupe,Bharatpur,2011,30000,Diesel,Automatic,First,9.52 kmpl,2993 CC,313 bhp,4,220.5
Audi Q7 45 TDI Quattro Technology,Janakpur,2017,97430,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7,282.015
Maruti Zen Estilo LXI Green (CNG),Hetauda,2008,42496,CNG,Manual,First,26.3 km/kg,998 CC,67.1 bhp,5,6.3
Hyundai i20 1.4 CRDi Asta,Hetauda,2012,83000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,24.75
Hyundai i10 Sportz AT,Biratnagar,2009,37000,Petrol,Automatic,Third,16.95 kmpl,1197 CC,78.9 bhp,5,13.275
Honda Jazz 1.2 V CVT i VTEC,Ratnanagar,2016,28503,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,30.87
Maruti Swift VDI BSIV,Nepaljung,2015,76496,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,27.675
Hyundai i20 Asta 1.2,Hetauda,2011,79152,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.85 bhp,5,14.85
Volkswagen Polo Petrol Comfortline 1.2L,Butwal,2011,32000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,11.475
Maruti Alto LXi,Itahari,2009,35000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,6.75
Toyota Corolla H4,Pokhara,2004,105000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5,11.25
Maruti Alto LXi,Pokhara,2006,56000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,6.3
Tata Manza ELAN Quadrajet BS IV,Hetauda,2012,73000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5,15.3
Maruti Alto LXi,Hetauda,2012,38000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,10.125
Skoda Octavia Ambition Plus 2.0 TDI AT,Butwal,2013,775000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5,33.75
Toyota Corolla H4,Butwal,2008,80000,Petrol,Automatic,First,11.3 kmpl,1794 CC,125 bhp,5,12.6
Hyundai i20 Asta Option 1.2,Janakpur,2016,24973,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,34.47
Maruti Vitara Brezza LDi,Pokhara,2016,45000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,32.175
Honda City 1.5 V MT,Kathmandu,2010,87430,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,15.75
Tata Indica Vista Aqua 1.3 Quadrajet,Nepaljung,2014,133944,Diesel,Manual,Second,18.0 kmpl,1248 CC,75 bhp,5,15.75
Honda Amaze S i-Dtech,Butwal,2013,57000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,15.525
Hyundai EON D Lite Plus,Janakpur,2016,27904,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,15.975
BMW 3 Series Luxury Line,Ratnanagar,2015,30717,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5,116.955
Hyundai Verna 1.6 SX,Biratnagar,2012,80000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,23.625
Tata Manza Club Class Quadrajet90 LS,Itahari,2013,47304,Diesel,Manual,First,21.02 kmpl,1248 CC,88.8 bhp,5,13.05
Skoda Octavia RS,Birjung,2005,100000,Petrol,Automatic,First,14.45 kmpl,1984 CC,227 bhp,5,9.225
Maruti Alto K10 VXI,Hetauda,2017,30000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,16.875
Ford Ecosport 1.5 DV5 MT Titanium Optional,Bharatpur,2014,68000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,30.375
Chevrolet Spark 1.0 LS,Butwal,2011,21000,Petrol,Manual,Second,18.0 kmpl,995 CC,62 bhp,5,4.275
Jaguar XF 2.0 Diesel Portfolio,Nepaljung,2017,21000,Diesel,Automatic,First,19.33 kmpl,1999 CC,177 bhp,5,234
Honda CR-V RVi MT,Birjung,2007,119000,Petrol,Manual,Third,13.1 kmpl,1997 CC,141.1 bhp,5,17.595
Skoda Superb L&K 1.8 TSI AT,Ratnanagar,2019,13747,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,122.85
Hyundai i10 Magna 1.2,Pokhara,2009,620000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,12.15
Maruti Swift LDI,Kathmandu,2013,70000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,15.75
Maruti Swift Dzire VXi AT,Bharatpur,2016,18000,Petrol,Automatic,First,18.5 kmpl,1197 CC,83.14 bhp,5,27.9
Nissan Micra Diesel XV,Pokhara,2011,83000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,12.375
Maruti Swift Dzire Tour LDI,Bharatpur,2015,130000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,14.625
Ford Fiesta Classic 1.4 Duratorq CLXI,Hetauda,2012,63400,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,5,14.625
Maruti Zen LX,Butwal,2003,65000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,2.925
Mini Clubman Cooper S,Hetauda,2017,8350,Petrol,Manual,First,13.8 kmpl,1998 CC,192 bhp,5,157.5
Toyota Etios GD,Butwal,2014,45000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.05 bhp,5,14.625
Maruti Alto 800 2016-2019 LXI,Butwal,2018,26200,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,13.05
Maruti Alto VXi,Biratnagar,2011,11000,Petrol,Manual,Third,18.9 kmpl,796 CC,47 bhp,5,13.05
BMW X5 3.0d,Biratnagar,2009,90000,Diesel,Automatic,Second,11.0 kmpl,2993 CC,235 bhp,5,79.875
Nissan Teana XV,Bharatpur,2015,74000,Petrol,Automatic,Second,11.07 kmpl,2496 CC,179.5 bhp,5,37.125
Hyundai Grand i10 AT Asta,Janakpur,2015,37081,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,25.965
Maruti Vitara Brezza ZDi Plus,Nepaljung,2017,39000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,42.705
Audi Q7 3.0 TDI Quattro Premium Plus,Bharatpur,2008,99000,Diesel,Automatic,Third,12.07 kmpl,2967 CC,241.4 bhp,7,58.275
Mercedes-Benz GLA Class 200 CDI,Pokhara,2015,38000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,90
Maruti 800 AC,Pokhara,2007,72000,Petrol,Manual,Third,16.1 kmpl,796 CC,37 bhp,4,4.5
Renault Duster 85PS Diesel RxL,Pokhara,2015,93000,Diesel,Manual,Second,20.45 kmpl,1461 CC,83.8 bhp,5,31.95
Toyota Corolla Altis D-4D GL,Bharatpur,2017,5900,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,74.25
Mercedes-Benz New C-Class 220,Pokhara,2014,25000,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,5,117
Maruti Ritz VDi,Nepaljung,2010,68000,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5,14.4
Honda BRV i-VTEC V CVT,Ratnanagar,2017,35676,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7,42.66
Hyundai Xcent 1.1 CRDi Base,Ratnanagar,2015,74310,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,18
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Birjung,2014,59364,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5,119.25
Mercedes-Benz B Class B180,Ratnanagar,2014,41380,Petrol,Automatic,Second,14.8 kmpl,1595 CC,120.7 bhp,5,52.965
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Biratnagar,2017,33900,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5,166.5
Honda City i VTEC VX Option,Bharatpur,2016,28000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,39.375
Hyundai Santro Xing XL eRLX Euro III,Nepaljung,2007,50958,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,8.775
Honda City 1.5 S MT,Pokhara,2011,93982,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,16.875
Hyundai Verna Transform VTVT,Hetauda,2010,95000,Petrol,Manual,First,16.2 kmpl,1599 CC,103.2 bhp,5,11.25
Jaguar XE Portfolio,Bharatpur,2017,9000,Petrol,Automatic,First,13.5 kmpl,1999 CC,246.74 bhp,5,155.25
Honda Amaze S i-Vtech,Kathmandu,2015,52516,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,20.925
Mini Cooper Convertible 1.6,Biratnagar,2015,20000,Petrol,Automatic,First,18.86 kmpl,1598 CC,122 bhp,4,144
Mercedes-Benz S Class 2005 2013 S 350 CDI,Janakpur,2017,56451,Diesel,Automatic,First,13.5 kmpl,2987 CC,282 bhp,5,282.645
Hyundai EON Magna Plus,Pokhara,2014,37000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,14.625
Maruti Wagon R VXI BS IV,Butwal,2014,17400,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,13.95
Maruti Ritz LDi,Janakpur,2011,90207,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,17.595
BMW 3 Series 320d Sedan,Pokhara,2011,89616,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5,49.5
